ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1550,8,no,10,1,1678,19,7,5,3,pre-paid,active,30,95.88,no
1551,15,no,40,1,4865,78,21,22,3,pre-paid,active,30,281.72,yes
1552,7,no,41,0,813,12,23,9,3,pre-paid,not-active,30,125,yes
1553,17,no,39,1,2948,67,375,29,3,pre-paid,active,30,1620.6,yes
1554,17,no,40,1,4693,73,17,40,1,pre-paid,active,15,355.63,yes
1555,10,no,40,1,2888,65,18,38,2,pre-paid,active,25,213.885,yes
1556,18,no,40,2,4270,89,48,33,3,pre-paid,active,30,366.36,yes
1557,11,no,40,1,2855,46,301,23,3,pre-paid,active,30,1320.04,yes
1558,20,no,39,3,9610,128,160,48,3,pre-paid,active,30,1029.52,yes
1559,14,no,40,1,14268,176,16,49,3,pre-paid,active,30,641.76,yes
1560,14,no,40,2,5010,90,18,30,3,pre-paid,active,30,276,yes
1561,13,no,40,1,6413,102,23,17,3,pre-paid,active,30,352.6,yes
1562,16,no,40,0,2733,61,24,22,3,pre-paid,not-active,30,207.76,yes
1563,32,yes,40,4,15635,232,70,37,3,pre-paid,active,30,914.68,yes
1564,11,no,40,2,3590,34,499,13,3,pre-paid,active,30,2140.96,yes
1565,16,no,39,1,15980,189,166,35,2,pre-paid,active,25,1474.605,yes
1566,10,no,39,2,6995,93,202,31,3,pre-paid,active,30,1091.52,yes
1567,7,no,39,0,1370,21,16,16,2,pre-paid,not-active,25,134.595,yes
1568,9,no,40,0,1205,21,29,13,3,pre-paid,not-active,30,165.04,yes
1569,7,no,39,0,495,7,16,5,2,pre-paid,not-active,25,94.59,no
1570,10,no,39,1,8003,134,400,48,3,pre-paid,active,30,1925.48,yes
1571,14,no,39,2,11960,161,27,52,4,pre-paid,active,45,370.525,yes
1572,15,no,39,2,7213,82,124,42,2,pre-paid,active,25,886.275,yes
1573,30,yes,35,0,1450,54,32,22,3,pre-paid,not-active,30,188.16,no
1574,28,no,38,9,10930,100,17,47,5,pre-paid,active,55,190.95,yes
1575,20,no,38,2,6313,105,42,29,2,pre-paid,active,25,477.81,yes
1576,8,no,36,1,3335,29,16,19,3,pre-paid,active,30,198.56,yes
1577,16,yes,37,0,3485,48,25,21,3,pre-paid,not-active,30,241.32,no
1578,16,yes,38,0,2763,51,50,36,4,pre-paid,not-active,45,195.35,no
1579,7,no,38,0,628,9,16,7,3,pre-paid,not-active,30,89.48,no
1580,8,no,38,1,2163,32,16,11,4,pre-paid,active,45,94.875,yes
1581,10,no,35,2,7280,104,30,27,5,pre-paid,active,55,155.76,yes
1582,7,no,38,0,1123,14,25,9,4,pre-paid,not-active,45,90.925,no
1583,7,no,38,2,833,11,20,7,5,pre-paid,active,55,42.66,yes
1584,32,no,33,4,16570,245,16,85,2,post-paid,active,25,828.675,yes
1585,13,no,36,4,7460,123,287,38,3,post-paid,active,30,1451.32,yes
1586,9,no,38,1,4213,89,18,33,3,pre-paid,active,30,244.08,yes
1587,10,no,37,0,2160,51,54,25,3,pre-paid,not-active,30,304.44,yes
1588,13,no,38,1,3275,60,191,28,2,pre-paid,active,25,1009.575,yes
1589,11,no,29,2,1810,43,209,16,3,post-paid,active,30,910.12,yes
1590,11,no,28,1,2063,46,46,73,5,pre-paid,active,55,100.635,yes
1591,18,no,29,0,1195,32,26,12,3,pre-paid,not-active,30,153.08,yes
1592,7,no,28,0,1320,17,37,8,4,pre-paid,not-active,45,125.925,yes
1593,17,no,27,1,1720,39,35,18,2,pre-paid,active,25,236.655,yes
1594,9,no,27,1,3720,68,24,28,3,pre-paid,active,30,247.52,yes
1595,9,no,20,1,2190,33,44,19,3,pre-paid,active,30,264.92,yes
1596,23,no,19,2,6887,148,101,47,2,post-paid,active,25,771.075,yes
1597,19,no,17,1,9427,178,89,45,5,pre-paid,active,55,277.575,yes
1598,15,no,18,4,3347,52,47,24,3,pre-paid,active,30,323.96,yes
1599,9,no,11,2,4885,47,231,15,3,pre-paid,active,30,1121.28,yes
1600,10,yes,11,2,1982,26,16,12,3,pre-paid,active,30,144.32,no
1601,11,no,40,1,4485,76,3,16,3,pre-paid,active,30,194.44,yes
1602,3,no,41,0,433,10,5,3,3,pre-paid,not-active,30,37.72,yes
1603,13,no,39,1,2568,65,357,23,3,pre-paid,active,30,1533.32,yes
1604,13,no,40,1,4313,71,0,34,1,pre-paid,active,15,241.12,yes
1605,6,no,40,1,2508,63,0,32,2,pre-paid,active,25,115.695,yes
1606,14,no,40,2,3890,87,30,27,3,pre-paid,active,30,279.08,yes
1607,7,no,40,1,2475,44,283,17,3,pre-paid,active,30,1232.76,yes
1608,16,no,39,3,9230,126,142,42,3,pre-paid,active,30,942.24,yes
1609,10,no,40,1,13888,174,0,43,3,pre-paid,active,30,562.48,yes
1610,10,no,40,2,4630,88,0,24,3,pre-paid,active,30,188.72,yes
1611,9,no,40,1,6033,100,5,11,3,pre-paid,active,30,265.32,yes
1612,12,yes,40,0,2353,59,6,16,3,pre-paid,not-active,30,120.48,yes
1613,28,no,40,4,15255,230,52,31,3,pre-paid,active,30,827.4,yes
1614,7,no,40,2,3210,32,481,7,3,pre-paid,active,30,2053.68,yes
1615,12,no,39,1,15600,187,148,29,2,pre-paid,active,25,1376.415,yes
1616,6,no,39,2,6615,91,184,25,3,pre-paid,active,30,1004.24,yes
1617,3,no,39,0,990,19,0,10,2,pre-paid,not-active,25,45.405,yes
1618,5,no,40,0,825,19,11,7,3,pre-paid,not-active,30,77.76,yes
1619,0,no,39,0,0,0,0,0,2,pre-paid,not-active,25,0,no
1620,6,no,39,1,7623,132,382,42,3,pre-paid,active,30,1838.2,yes
1621,10,no,39,2,11580,159,9,46,4,pre-paid,active,45,315.975,yes
1622,11,no,39,2,6833,80,106,36,2,pre-paid,active,25,788.085,yes
1623,26,yes,35,0,1070,52,14,16,3,pre-paid,not-active,30,100.88,no
1624,24,no,38,9,10550,98,0,41,5,pre-paid,active,55,159.72,yes
1625,16,no,38,2,5933,103,24,23,2,pre-paid,active,25,379.62,yes
1626,4,no,36,1,2955,27,0,13,3,pre-paid,active,30,119.28,yes
1627,12,no,37,0,3105,46,7,15,3,pre-paid,not-active,30,154.04,no
1628,12,no,38,0,2383,49,32,30,4,pre-paid,not-active,45,140.8,no
1629,3,no,38,0,248,7,0,1,3,pre-paid,not-active,30,10.2,no
1630,4,no,38,1,1783,30,0,5,4,pre-paid,active,45,45.325,yes
1631,6,no,35,2,6900,102,12,21,5,pre-paid,active,55,123.03,yes
1632,3,no,38,0,743,12,7,3,4,pre-paid,not-active,45,36.375,no
1633,3,no,38,2,453,9,2,1,5,pre-paid,active,55,9.93,yes
1634,28,no,33,4,16190,243,0,79,2,post-paid,active,25,739.485,yes
1635,9,no,36,4,7080,121,269,32,3,post-paid,active,30,1364.04,yes
1636,5,no,38,1,3833,87,0,27,3,pre-paid,active,30,156.8,yes
1637,6,no,37,0,1780,49,36,19,3,pre-paid,not-active,30,217.16,yes
1638,9,no,38,1,2895,58,173,22,2,pre-paid,active,25,911.385,yes
1639,7,no,29,2,1430,41,191,10,3,post-paid,active,30,822.84,yes
1640,7,no,28,1,1683,44,28,67,5,pre-paid,active,55,67.905,yes
1641,14,no,29,0,815,30,8,6,3,pre-paid,not-active,30,65.8,yes
1642,3,no,28,0,940,15,19,2,4,pre-paid,not-active,45,71.375,yes
1643,13,no,27,1,1340,37,17,12,2,pre-paid,active,25,138.465,yes
1644,5,no,27,1,3340,66,6,22,3,pre-paid,active,30,160.24,yes
1645,5,no,20,1,1810,31,26,13,3,pre-paid,active,30,177.64,yes
1646,19,no,19,2,6507,146,83,41,2,post-paid,active,25,672.885,yes
1647,15,no,17,1,9047,176,71,39,5,pre-paid,active,55,244.845,yes
1648,11,no,18,4,2967,50,29,18,3,pre-paid,active,30,236.68,yes
1649,5,no,11,2,4505,45,213,9,3,pre-paid,active,30,1034,yes
1650,6,yes,11,2,1602,24,0,6,3,pre-paid,active,30,65.04,no
1651,11,no,35,0,4675,71,4,18,2,pre-paid,active,25,231.57,yes
1652,3,no,36,0,623,5,6,5,2,pre-paid,not-active,25,55.26,yes
1653,13,no,34,0,2758,60,358,25,2,pre-paid,active,25,1737.81,yes
1654,13,no,35,0,4503,66,0,36,1,pre-paid,active,15,251.295,yes
1655,6,no,35,0,2698,58,1,34,1,pre-paid,active,15,157.08,yes
1656,14,no,35,1,4080,82,31,29,3,pre-paid,active,30,290.48,yes
1657,7,no,35,0,2665,39,284,19,3,pre-paid,active,30,1244.16,yes
1658,16,no,34,2,9420,121,143,44,3,pre-paid,active,30,953.64,yes
1659,10,no,35,0,14078,169,0,45,3,pre-paid,active,30,569.88,yes
1660,10,no,35,1,4820,83,1,26,3,pre-paid,active,30,200.12,yes
1661,9,no,35,0,6223,95,6,13,2,pre-paid,active,25,311.31,yes
1662,12,no,35,0,2543,54,7,18,3,pre-paid,not-active,30,131.88,yes
1663,28,no,35,3,15445,225,53,33,3,pre-paid,active,30,838.8,yes
1664,7,no,35,1,3400,27,482,9,3,pre-paid,active,30,2065.08,yes
1665,12,no,34,0,15790,182,149,31,2,pre-paid,active,25,1389.24,yes
1666,6,no,34,1,6805,86,185,27,3,pre-paid,active,30,1015.64,yes
1667,3,no,34,0,1180,14,0,12,2,pre-paid,not-active,25,53.73,yes
1668,5,no,35,0,1015,14,12,9,2,pre-paid,not-active,25,100.305,yes
1669,0,no,34,0,0,0,0,0,2,pre-paid,not-active,25,0,no
1670,6,no,34,0,7813,127,383,44,2,pre-paid,active,25,2080.8,yes
1671,10,no,34,1,11770,154,10,48,3,pre-paid,active,30,516.96,yes
1672,11,no,34,1,7023,75,107,38,2,pre-paid,active,25,800.91,yes
1673,26,yes,30,0,1260,47,15,18,2,pre-paid,not-active,25,126.315,no
1674,24,no,33,8,10740,93,0,43,4,pre-paid,active,45,270.825,yes
1675,16,no,33,1,6123,98,25,25,2,pre-paid,active,25,392.445,no
1676,4,no,31,0,3145,22,0,15,3,pre-paid,active,30,126.68,yes
1677,12,yes,32,0,3295,41,8,17,3,pre-paid,not-active,30,165.44,no
1678,12,no,33,0,2573,44,33,32,3,pre-paid,not-active,30,236.68,no
1679,3,no,33,0,438,2,0,3,3,pre-paid,not-active,30,17.6,no
1680,4,no,33,0,1973,25,0,7,3,pre-paid,active,30,79.92,yes
1681,6,no,30,1,7090,97,13,23,4,pre-paid,active,45,212.175,yes
1682,3,no,33,0,933,7,8,5,4,pre-paid,not-active,45,43.5,no
1683,3,no,33,1,643,4,3,3,5,pre-paid,active,55,14.205,yes
1684,28,no,28,3,16380,238,0,81,2,pre-paid,active,25,747.81,yes
1685,9,no,31,3,7270,116,270,34,2,post-paid,active,25,1547.37,yes
1686,5,no,33,0,4023,82,1,29,2,pre-paid,active,25,189.225,yes
1687,6,no,32,0,1970,44,37,21,3,pre-paid,not-active,30,228.56,yes
1688,9,no,33,0,3085,53,174,24,2,pre-paid,active,25,924.21,yes
1689,7,no,24,1,1620,36,192,12,2,post-paid,active,25,938.52,yes
1690,7,no,23,0,1873,39,29,69,4,pre-paid,active,45,120.3,yes
1691,14,no,24,0,1005,25,9,8,2,pre-paid,not-active,25,86.85,yes
1692,3,no,23,0,1130,10,20,4,4,pre-paid,not-active,45,78.5,yes
1693,13,no,22,0,1530,32,18,14,2,pre-paid,active,25,151.29,yes
1694,5,no,22,0,3530,61,7,24,3,pre-paid,active,30,171.64,yes
1695,5,no,15,0,2000,26,27,15,2,pre-paid,active,25,212.67,yes
1696,19,no,14,1,6697,141,84,43,1,post-paid,active,15,838.09,yes
1697,15,no,12,0,9237,171,72,41,4,pre-paid,active,45,415.2,yes
1698,11,no,13,3,3157,45,30,20,3,pre-paid,active,30,248.08,yes
1699,5,no,6,1,4695,40,214,11,3,pre-paid,active,30,1045.4,yes
1700,6,no,6,1,1792,19,0,8,3,pre-paid,active,30,72.44,no
1701,15,no,45,2,4675,83,20,20,3,pre-paid,active,30,270.32,yes
1702,7,no,46,0,623,17,22,7,3,pre-paid,not-active,30,113.6,yes
1703,17,no,44,2,2758,72,374,27,3,pre-paid,active,30,1609.2,yes
1704,17,no,45,2,4503,78,16,38,1,pre-paid,active,15,339.955,yes
1705,10,no,45,2,2698,70,17,36,2,pre-paid,active,25,201.06,yes
1706,18,no,45,3,4080,94,47,31,3,pre-paid,active,30,354.96,yes
1707,11,no,45,2,2665,51,300,21,4,pre-paid,active,45,817.9,yes
1708,20,no,44,4,9420,133,159,46,3,pre-paid,active,30,1018.12,yes
1709,14,no,45,2,14078,181,15,47,3,pre-paid,active,30,630.36,yes
1710,14,no,45,3,4820,95,17,28,4,pre-paid,active,45,165.375,yes
1711,13,no,45,2,6223,107,22,15,3,pre-paid,active,30,341.2,yes
1712,16,no,45,0,2543,66,23,20,4,pre-paid,not-active,45,122.725,yes
1713,32,no,45,5,15445,237,69,35,3,post-paid,active,30,903.28,yes
1714,11,no,45,3,3400,39,498,11,4,pre-paid,active,45,1330.975,yes
1715,16,no,44,2,15790,194,165,33,3,pre-paid,active,30,1299.36,yes
1716,10,no,44,3,6805,98,201,29,4,pre-paid,active,45,675.075,yes
1717,7,no,44,0,1180,26,15,14,3,pre-paid,not-active,30,108.24,yes
1718,9,no,45,0,1015,26,28,11,3,pre-paid,not-active,30,153.64,yes
1719,7,no,44,0,305,12,15,3,3,pre-paid,not-active,30,72.68,no
1720,10,no,44,2,7813,139,399,46,3,pre-paid,active,30,1914.08,yes
1721,14,no,44,3,11770,166,26,50,4,pre-paid,active,45,363.4,yes
1722,15,no,44,3,7023,87,123,40,3,pre-paid,active,30,776.4,yes
1723,30,yes,40,0,1260,59,31,20,3,pre-paid,not-active,30,176.76,no
1724,28,no,43,10,10740,105,16,45,5,post-paid,active,55,186.675,yes
1725,20,no,43,3,6123,110,41,27,3,pre-paid,active,30,413.32,yes
1726,8,no,41,2,3145,34,15,17,4,pre-paid,active,45,116.975,yes
1727,16,yes,42,0,3295,53,24,19,3,pre-paid,not-active,30,229.92,no
1728,16,yes,43,0,2573,56,49,34,4,pre-paid,not-active,45,188.225,no
1729,7,no,43,0,438,14,15,5,3,pre-paid,not-active,30,78.08,no
1730,8,no,43,2,1973,37,15,9,4,pre-paid,active,45,87.75,yes
1731,10,no,40,3,7090,109,29,25,5,pre-paid,active,55,151.485,yes
1732,7,no,43,0,933,19,24,7,4,pre-paid,not-active,45,83.8,no
1733,7,no,43,3,643,16,19,5,5,pre-paid,active,55,38.385,yes
1734,32,no,38,5,16380,250,15,83,2,post-paid,active,25,815.85,yes
1735,13,no,41,5,7270,128,286,36,3,post-paid,active,30,1439.92,yes
1736,9,no,43,2,4023,94,17,31,3,pre-paid,active,30,232.68,yes
1737,10,no,42,0,1970,56,53,23,4,pre-paid,not-active,45,183.15,yes
1738,13,no,43,2,3085,65,190,26,3,pre-paid,active,30,886,yes
1739,11,no,34,3,1620,48,208,14,3,post-paid,active,30,898.72,yes
1740,11,no,33,2,1873,51,45,71,5,pre-paid,active,55,96.36,yes
1741,18,no,34,0,1005,37,25,10,3,pre-paid,not-active,30,141.68,yes
1742,7,no,33,0,1130,22,36,6,4,pre-paid,not-active,45,118.8,yes
1743,17,no,32,2,1530,44,34,16,2,pre-paid,active,25,223.83,yes
1744,9,no,32,2,3530,73,23,26,4,pre-paid,active,45,147.575,yes
1745,9,no,25,2,2000,38,43,17,3,pre-paid,active,30,253.52,yes
1746,23,no,24,3,6697,153,100,45,2,post-paid,active,25,758.25,yes
1747,19,no,22,2,9237,183,88,43,5,pre-paid,active,55,273.3,yes
1748,15,no,23,5,3157,57,46,22,4,pre-paid,active,45,195.35,yes
1749,9,no,16,3,4695,52,230,13,3,pre-paid,active,30,1109.88,yes
1750,10,no,16,3,1792,31,15,10,3,pre-paid,active,30,132.92,no
1751,19,no,41,2,5385,88,37,19,3,pre-paid,active,30,366.92,yes
1752,11,no,42,0,1333,22,22,6,3,pre-paid,not-active,30,142.2,yes
1753,21,no,40,2,3468,77,374,26,3,pre-paid,active,30,1637.8,yes
1754,21,no,41,2,5213,83,16,37,1,pre-paid,active,15,379.28,yes
1755,14,no,41,2,3408,75,17,35,2,pre-paid,active,25,233.235,yes
1756,22,no,41,3,4790,99,47,30,3,pre-paid,active,30,383.56,yes
1757,15,no,41,2,3375,56,300,20,4,pre-paid,active,45,835.775,yes
1758,24,no,40,4,10130,138,159,45,3,pre-paid,active,30,1046.72,yes
1759,18,no,41,2,14788,186,15,46,3,pre-paid,active,30,658.96,yes
1760,18,no,41,3,5530,100,17,27,4,pre-paid,active,45,183.25,yes
1761,17,no,41,2,6933,112,22,14,3,pre-paid,active,30,369.8,yes
1762,20,no,41,0,3253,71,23,19,4,pre-paid,not-active,45,140.6,yes
1763,36,no,41,5,16155,242,69,34,3,post-paid,active,30,931.88,yes
1764,15,no,41,3,4110,44,498,10,4,pre-paid,active,45,1348.85,yes
1765,20,no,40,2,16500,199,165,32,2,pre-paid,active,25,1493.955,yes
1766,14,no,40,3,7515,103,201,28,3,pre-paid,active,30,1108.72,yes
1767,11,no,40,0,1890,31,15,13,2,pre-paid,not-active,25,153.945,yes
1768,13,no,41,0,1725,31,28,10,3,pre-paid,not-active,30,182.24,yes
1769,11,no,40,0,1015,17,15,2,3,pre-paid,not-active,30,101.28,no
1770,14,no,40,2,8523,144,399,45,3,pre-paid,active,30,1942.68,yes
1771,18,no,40,3,12480,171,26,49,4,pre-paid,active,45,381.275,yes
1772,19,no,40,3,7733,92,123,39,2,pre-paid,active,25,905.625,yes
1773,34,yes,36,0,1970,64,31,19,3,post-paid,not-active,30,205.36,no
1774,32,no,39,10,11450,110,16,44,5,pre-paid,active,55,197.4,yes
1775,24,no,39,3,6833,115,41,26,3,pre-paid,active,30,441.92,yes
1776,12,no,37,2,3855,39,15,16,3,pre-paid,active,30,215.76,yes
1777,20,yes,38,0,4005,58,24,18,3,pre-paid,not-active,30,258.52,no
1778,20,yes,39,0,3283,61,49,33,4,pre-paid,not-active,45,206.1,no
1779,11,no,39,0,1148,19,15,4,3,pre-paid,not-active,30,106.68,no
1780,12,no,39,2,2683,42,15,8,4,pre-paid,active,45,105.625,yes
1781,14,no,36,3,7800,114,29,24,5,pre-paid,active,55,162.21,yes
1782,11,no,39,0,1643,24,24,6,4,pre-paid,not-active,45,101.675,no
1783,11,no,39,3,1353,21,19,4,5,pre-paid,active,55,49.11,yes
1784,36,no,34,5,17090,255,15,82,2,post-paid,active,25,848.025,yes
1785,17,no,37,5,7980,133,286,35,3,post-paid,active,30,1468.52,yes
1786,13,no,39,2,4733,99,17,30,3,pre-paid,active,30,261.28,yes
1787,14,no,38,0,2680,61,53,22,4,pre-paid,not-active,45,201.025,yes
1788,17,no,39,2,3795,70,190,25,2,pre-paid,active,25,1028.925,yes
1789,15,no,30,3,2330,53,208,13,3,post-paid,active,30,927.32,yes
1790,15,no,29,2,2583,56,45,70,5,pre-paid,active,55,107.085,yes
1791,22,yes,30,0,1715,42,25,9,3,pre-paid,not-active,30,170.28,no
1792,11,no,29,0,1840,27,36,5,4,pre-paid,not-active,45,136.675,yes
1793,21,no,28,2,2240,49,34,15,2,pre-paid,active,25,256.005,yes
1794,13,no,28,2,4240,78,23,25,3,pre-paid,active,30,264.72,yes
1795,13,no,21,2,2710,43,43,16,3,pre-paid,active,30,282.12,yes
1796,27,no,20,3,7407,158,100,44,2,post-paid,active,25,790.425,yes
1797,23,no,18,2,9947,188,88,42,5,pre-paid,active,55,284.025,yes
1798,19,no,19,5,3867,62,46,21,3,pre-paid,active,30,341.16,yes
1799,13,no,12,3,5405,57,230,12,3,pre-paid,active,30,1138.48,yes
1800,14,yes,12,3,2502,36,15,9,3,pre-paid,active,30,161.52,no
1801,7,no,39,0,3965,66,0,19,3,pre-paid,active,30,161.24,yes
1802,0,no,40,0,0,0,0,0,3,pre-paid,not-active,30,0,yes
1803,9,no,38,0,2048,55,341,26,3,pre-paid,active,30,1448.12,yes
1804,9,no,39,0,3793,61,0,37,1,pre-paid,active,15,211.97,yes
1805,2,no,39,0,1988,53,0,35,2,pre-paid,active,25,91.845,yes
1806,10,no,39,1,3370,77,14,30,3,pre-paid,active,30,193.88,yes
1807,3,no,39,0,1955,34,267,20,3,pre-paid,active,30,1147.56,yes
1808,12,no,38,2,8710,116,126,45,3,pre-paid,active,30,857.04,yes
1809,6,no,39,0,13368,164,0,46,3,pre-paid,active,30,541.28,yes
1810,6,no,39,1,4110,78,0,27,3,pre-paid,active,30,167.52,yes
1811,5,no,39,0,5513,90,0,14,3,pre-paid,active,30,224.12,yes
1812,8,no,39,0,1833,49,0,19,3,pre-paid,not-active,30,75.28,yes
1813,24,no,39,3,14735,220,36,34,3,pre-paid,active,30,742.2,yes
1814,3,no,39,1,2690,22,465,10,3,pre-paid,active,30,1968.48,yes
1815,8,no,38,0,15080,177,132,32,2,pre-paid,active,25,1280.565,yes
1816,2,no,38,1,6095,81,168,28,3,pre-paid,active,30,919.04,yes
1817,0,no,38,0,470,9,0,13,2,pre-paid,not-active,25,21.555,yes
1818,1,no,39,0,305,9,0,10,3,pre-paid,not-active,30,12.56,yes
1819,0,no,38,0,0,0,0,0,2,pre-paid,not-active,25,0,no
1820,2,no,38,0,7103,122,366,45,3,pre-paid,active,30,1753,yes
1821,6,no,38,1,11060,149,0,49,4,pre-paid,active,45,280.225,yes
1822,7,no,38,1,6313,70,90,39,2,pre-paid,active,25,692.235,yes
1823,22,no,34,0,550,42,0,19,3,pre-paid,not-active,30,23.68,no
1824,20,no,37,8,10030,88,0,44,5,pre-paid,active,55,151.77,yes
1825,12,no,37,1,5413,93,8,26,2,pre-paid,active,25,283.77,no
1826,0,no,35,0,2435,17,0,16,3,pre-paid,active,30,98.08,yes
1827,8,yes,36,0,2585,36,0,18,3,pre-paid,not-active,30,104.84,no
1828,8,no,37,0,1863,39,16,33,3,pre-paid,not-active,30,140.08,no
1829,0,no,37,0,0,0,0,0,3,pre-paid,not-active,30,0,no
1830,0,no,37,0,1263,20,0,8,4,pre-paid,active,45,32.075,yes
1831,2,no,34,1,6380,92,0,24,5,pre-paid,active,55,97.08,yes
1832,0,no,37,0,223,2,0,6,4,pre-paid,not-active,45,5.625,no
1833,0,no,37,1,0,0,0,0,5,pre-paid,active,55,0,yes
1834,24,yes,32,3,15670,233,0,82,2,pre-paid,active,25,715.635,yes
1835,5,no,35,3,6560,111,253,35,2,post-paid,active,25,1438.695,yes
1836,1,no,37,0,3313,77,0,30,3,pre-paid,active,30,135.6,yes
1837,2,no,36,0,1260,39,20,22,3,pre-paid,not-active,30,131.96,yes
1838,5,no,37,0,2375,48,157,25,2,pre-paid,active,25,815.535,yes
1839,3,no,28,1,910,31,175,13,2,post-paid,active,25,829.845,yes
1840,3,no,27,0,1163,34,12,70,4,pre-paid,active,45,59.925,yes
1841,10,no,28,0,295,20,0,9,3,pre-paid,not-active,30,12.6,yes
1842,0,no,27,0,420,5,3,5,4,pre-paid,not-active,45,18.125,yes
1843,9,no,26,0,820,27,1,15,2,pre-paid,active,25,42.615,yes
1844,1,no,26,0,2820,56,0,25,3,pre-paid,active,30,115.04,yes
1845,1,no,19,0,1290,21,10,16,2,pre-paid,active,25,103.995,yes
1846,15,no,18,1,5987,136,67,44,2,post-paid,active,25,577.035,yes
1847,11,no,16,0,8527,166,55,42,5,pre-paid,active,55,212.895,yes
1848,7,no,17,3,2447,40,13,21,3,pre-paid,active,30,151.48,yes
1849,1,no,10,1,3985,35,197,12,3,pre-paid,active,30,948.8,yes
1850,2,yes,10,1,1082,14,0,9,3,pre-paid,active,30,43.84,no
1851,13,no,40,1,4675,77,12,19,3,pre-paid,active,30,238.08,yes
1852,5,no,41,0,623,11,14,6,3,pre-paid,not-active,30,81.36,yes
1853,15,no,39,1,2758,66,366,26,3,pre-paid,active,30,1576.96,yes
1854,15,no,40,1,4503,72,8,37,1,pre-paid,active,15,295.625,yes
1855,8,no,40,1,2698,64,9,35,2,pre-paid,active,25,164.79,yes
1856,16,no,40,2,4080,88,39,30,3,pre-paid,active,30,322.72,yes
1857,9,no,40,1,2665,45,292,20,3,pre-paid,active,30,1276.4,yes
1858,18,no,39,3,9420,127,151,45,3,pre-paid,active,30,985.88,yes
1859,12,no,40,1,14078,175,7,46,3,pre-paid,active,30,598.12,yes
1860,12,no,40,2,4820,89,9,27,3,pre-paid,active,30,232.36,yes
1861,11,no,40,1,6223,101,14,14,3,pre-paid,active,30,308.96,yes
1862,14,no,40,0,2543,60,15,19,3,pre-paid,not-active,30,164.12,yes
1863,30,no,40,4,15445,231,61,34,3,pre-paid,active,30,871.04,yes
1864,9,no,40,2,3400,33,490,10,3,pre-paid,active,30,2097.32,yes
1865,14,no,39,1,15790,188,157,32,2,pre-paid,active,25,1425.51,yes
1866,8,no,39,2,6805,92,193,28,3,pre-paid,active,30,1047.88,yes
1867,5,no,39,0,1180,20,7,13,2,pre-paid,not-active,25,85.5,yes
1868,7,no,40,0,1015,20,20,10,3,pre-paid,not-active,30,121.4,yes
1869,5,no,39,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1870,8,no,39,1,7813,133,391,45,3,pre-paid,active,30,1881.84,yes
1871,12,no,39,2,11770,160,18,49,4,pre-paid,active,45,343.25,yes
1872,13,no,39,2,7023,81,115,39,2,pre-paid,active,25,837.18,yes
1873,28,yes,35,0,1260,53,23,19,3,pre-paid,not-active,30,144.52,no
1874,26,no,38,9,10740,99,8,44,5,pre-paid,active,55,174.585,yes
1875,18,no,38,2,6123,104,33,26,2,pre-paid,active,25,428.715,yes
1876,6,no,36,1,3145,28,7,16,3,pre-paid,active,30,154.92,yes
1877,14,yes,37,0,3295,47,16,18,3,pre-paid,not-active,30,197.68,no
1878,14,no,38,0,2573,50,41,33,4,pre-paid,not-active,45,168.075,no
1879,5,no,38,0,438,8,7,4,3,pre-paid,not-active,30,45.84,no
1880,6,no,38,1,1973,31,7,8,4,pre-paid,active,45,67.6,yes
1881,8,no,35,2,7090,103,21,24,5,pre-paid,active,55,139.395,yes
1882,5,no,38,0,933,13,16,6,4,pre-paid,not-active,45,63.65,no
1883,5,no,38,2,643,10,11,4,5,pre-paid,active,55,26.295,yes
1884,30,no,33,4,16380,244,7,82,2,post-paid,active,25,779.58,yes
1885,11,no,36,4,7270,122,278,35,3,post-paid,active,30,1407.68,yes
1886,7,no,38,1,4023,88,9,30,3,pre-paid,active,30,200.44,yes
1887,8,no,37,0,1970,50,45,22,3,pre-paid,not-active,30,260.8,yes
1888,11,no,38,1,3085,59,182,25,2,pre-paid,active,25,960.48,yes
1889,9,no,29,2,1620,42,200,13,3,post-paid,active,30,866.48,yes
1890,9,no,28,1,1873,45,37,70,5,pre-paid,active,55,84.27,yes
1891,16,no,29,0,1005,31,17,9,3,pre-paid,not-active,30,109.44,yes
1892,5,no,28,0,1130,16,28,5,4,pre-paid,not-active,45,98.65,yes
1893,15,no,27,1,1530,38,26,15,2,pre-paid,active,25,187.56,yes
1894,7,no,27,1,3530,67,15,25,3,pre-paid,active,30,203.88,yes
1895,7,no,20,1,2000,32,35,16,3,pre-paid,active,30,221.28,yes
1896,21,no,19,2,6697,147,92,44,2,post-paid,active,25,721.98,yes
1897,17,no,17,1,9237,177,80,42,5,pre-paid,active,55,261.21,yes
1898,13,no,18,4,3157,51,38,21,3,pre-paid,active,30,280.32,yes
1899,7,no,11,2,4695,46,222,12,3,pre-paid,active,30,1077.64,yes
1900,8,yes,11,2,1792,25,7,9,3,pre-paid,active,30,100.68,no
1901,13,no,40,1,4675,77,12,19,3,pre-paid,active,30,238.08,yes
1902,5,no,41,0,623,11,14,6,3,pre-paid,not-active,30,81.36,yes
